,SalePrice,SalePrice (formatted),Neighborhood,Year Built
1405,155000,"$155,000",Edwards,1953
1406,240000,"$240,000",ClearCr,1908
1407,260000,"$260,000",Edwards,1940
1408,185000,"$185,000",Edwards,1918
1409,235000,"$235,000",Edwards,1935
1410,159900,"$159,900",Edwards,1956
1411,99600,"$99,600",Edwards,1975
1412,134500,"$134,500",Edwards,1962
1413,119000,"$119,000",Edwards,1900
1414,107500,"$107,500",Edwards,1910
1415,125000,"$125,000",Edwards,1950
1416,79000,"$79,000",Edwards,1924
1417,95000,"$95,000",Edwards,1941
1418,262280,"$262,280",SawyerW,1990
1419,260000,"$260,000",SawyerW,1995
1420,226500,"$226,500",SawyerW,1994
1421,225000,"$225,000",SawyerW,1993
1422,229000,"$229,000",SawyerW,1996
1423,177439,"$177,439",CollgCr,2007
1424,248500,"$248,500",CollgCr,2007
1425,475000,"$475,000",CollgCr,2008
1426,395039,"$395,039",CollgCr,2008
1427,228000,"$228,000",SawyerW,1993
1428,225000,"$225,000",SawyerW,1995
1429,195000,"$195,000",ClearCr,1966
1430,200000,"$200,000",ClearCr,1997
1431,155000,"$155,000",CollgCr,1994
1432,144000,"$144,000",CollgCr,1995
1433,145000,"$145,000",CollgCr,1994
1434,226001,"$226,001",CollgCr,1997
1435,215700,"$215,700",CollgCr,1997
1436,207500,"$207,500",CollgCr,2000
1437,193000,"$193,000",CollgCr,1999
1438,188000,"$188,000",CollgCr,1998
1439,191000,"$191,000",CollgCr,1999
1440,221000,"$221,000",CollgCr,2002
1441,231500,"$231,500",CollgCr,2001
1442,235000,"$235,000",CollgCr,2000
1443,223500,"$223,500",CollgCr,2001
1444,130250,"$130,250",CollgCr,1975
1445,149900,"$149,900",CollgCr,1977
1446,158000,"$158,000",CollgCr,1978
1447,147000,"$147,000",CollgCr,1978
1448,143195,"$143,195",CollgCr,1975
1449,163000,"$163,000",CollgCr,1975
1450,110000,"$110,000",CollgCr,1975
1451,127000,"$127,000",CollgCr,1972
1452,124900,"$124,900",CollgCr,1972
1453,230000,"$230,000",CollgCr,2002
1454,237000,"$237,000",CollgCr,2002
1455,235000,"$235,000",CollgCr,2000
1456,230500,"$230,500",CollgCr,2001
1457,230000,"$230,000",CollgCr,1999
1458,222500,"$222,500",CollgCr,1998
1459,287000,"$287,000",CollgCr,2001
1460,274000,"$274,000",CollgCr,2001
1461,300000,"$300,000",CollgCr,2002
1462,255900,"$255,900",CollgCr,2002
1463,224900,"$224,900",CollgCr,2003
1464,240000,"$240,000",CollgCr,2003
1465,183000,"$183,000",CollgCr,2003
1466,207000,"$207,000",CollgCr,1999
1467,210000,"$210,000",CollgCr,1994
1468,136500,"$136,500",CollgCr,2003
1469,145000,"$145,000",CollgCr,2004
1470,208900,"$208,900",CollgCr,1997
1471,185000,"$185,000",CollgCr,1997
1472,214000,"$214,000",CollgCr,2002
1473,208500,"$208,500",CollgCr,2003
1474,186500,"$186,500",CollgCr,2004
1475,210000,"$210,000",CollgCr,2004
1476,185900,"$185,900",CollgCr,2004
1477,179900,"$179,900",CollgCr,2007
1478,218836,"$218,836",CollgCr,2007
1479,193000,"$193,000",CollgCr,2007
1480,189000,"$189,000",CollgCr,2005
1481,149300,"$149,300",CollgCr,2004
1482,141000,"$141,000",CollgCr,2004
1483,149000,"$149,000",CollgCr,2004
1484,144500,"$144,500",CollgCr,2004
1485,85000,"$85,000",Edwards,1910
1486,145900,"$145,900",Edwards,1900
1487,123000,"$123,000",Edwards,1966
1488,147500,"$147,500",Edwards,1965
1489,165000,"$165,000",Edwards,1976
1490,135000,"$135,000",Edwards,1976
1491,108000,"$108,000",Edwards,1940
1492,137500,"$137,500",Edwards,1972
1493,165400,"$165,400",Edwards,2003
1494,147000,"$147,000",Edwards,1977
1495,160500,"$160,500",Edwards,1976
1496,176000,"$176,000",Edwards,2005
1497,284700,"$284,700",Edwards,1959
1498,160000,"$160,000",Edwards,2008
1499,148000,"$148,000",Edwards,2005
1500,82000,"$82,000",Edwards,1955
1501,82000,"$82,000",Edwards,1955
1502,118000,"$118,000",Edwards,1955
1503,82500,"$82,500",Edwards,1955
1504,91900,"$91,900",Edwards,1955
1505,120000,"$120,000",Edwards,1938
1506,96000,"$96,000",Edwards,1947
1507,99000,"$99,000",Edwards,1953
1508,130500,"$130,500",Edwards,1946
1509,135000,"$135,000",Edwards,1954
1510,135500,"$135,500",Edwards,1955
1511,100000,"$100,000",Edwards,1954
1512,108000,"$108,000",Edwards,1923
1513,98000,"$98,000",Edwards,1925
1514,67000,"$67,000",Edwards,1914
1515,135900,"$135,900",SWISU,1912
1516,140000,"$140,000",SWISU,1925
1517,179500,"$179,500",SWISU,1939
1518,136500,"$136,500",SWISU,1925
1519,168000,"$168,000",SWISU,1921
1520,130000,"$130,000",SWISU,1911
1521,189000,"$189,000",SWISU,1921
1522,161900,"$161,900",SWISU,1930
1523,145000,"$145,000",Crawfor,1926
1524,191000,"$191,000",Crawfor,1922
1525,177000,"$177,000",Crawfor,1915
1526,147500,"$147,500",Crawfor,1914
1527,91000,"$91,000",SWISU,1930
1528,231000,"$231,000",Crawfor,1925
1529,115000,"$115,000",SWISU,1936
1530,138000,"$138,000",Crawfor,1923
1531,149000,"$149,000",Crawfor,1931
1532,188700,"$188,700",Crawfor,1934
1533,198000,"$198,000",Crawfor,1937
1534,110000,"$110,000",Crawfor,1938
1535,104000,"$104,000",Crawfor,1951
1536,257076,"$257,076",Crawfor,1935
1537,381000,"$381,000",Crawfor,1935
1538,311500,"$311,500",Crawfor,1939
1539,263400,"$263,400",Crawfor,1950
1540,236500,"$236,500",Crawfor,1956
1541,224000,"$224,000",Crawfor,1954
1542,116500,"$116,500",Blueste,1980
1543,151000,"$151,000",Blueste,1980
1544,126000,"$126,000",IDOTRR,1926
1545,120000,"$120,000",IDOTRR,1940
1546,55000,"$55,000",IDOTRR,1922
1547,120500,"$120,500",IDOTRR,1930
1548,120500,"$120,500",IDOTRR,1940
1549,119000,"$119,000",IDOTRR,1930
1550,126000,"$126,000",IDOTRR,1967
1551,99500,"$99,500",IDOTRR,1930
1552,165500,"$165,500",IDOTRR,1958
1553,13100,"$13,100",IDOTRR,1952
1554,89000,"$89,000",IDOTRR,1895
1555,40000,"$40,000",IDOTRR,1920
1556,80900,"$80,900",IDOTRR,1910
1557,81000,"$81,000",IDOTRR,1935
1558,65000,"$65,000",IDOTRR,1920
1559,392500,"$392,500",Crawfor,2008
1560,294464,"$294,464",Crawfor,2007
1561,250000,"$250,000",Crawfor,2004
1562,275000,"$275,000",Crawfor,2004
1563,300000,"$300,000",Mitchel,1996
1564,271000,"$271,000",Mitchel,2002
1565,213000,"$213,000",Mitchel,1996
1566,171000,"$171,000",Mitchel,1977
1567,171500,"$171,500",Mitchel,1977
1568,100000,"$100,000",Mitchel,1976
1569,228500,"$228,500",Mitchel,1991
1570,228950,"$228,950",Timber,1965
1571,241500,"$241,500",Timber,1986
1572,287000,"$287,000",Timber,1976
1573,294000,"$294,000",Timber,2006
1574,293077,"$293,077",Timber,2007
1575,264966,"$264,966",Timber,2007
1576,172500,"$172,500",Timber,2006
1577,167500,"$167,500",Timber,2006
1578,218689,"$218,689",Timber,2008
1579,150000,"$150,000",Timber,1989
1580,184000,"$184,000",Timber,1986
1581,180000,"$180,000",Timber,1986
1582,175000,"$175,000",Timber,1988
1583,232500,"$232,500",Timber,2003
1584,195000,"$195,000",Timber,1999
1585,305000,"$305,000",Timber,2003
1586,298751,"$298,751",Timber,2007
1587,370000,"$370,000",Timber,2005
1588,209200,"$209,200",Mitchel,1997
1589,206300,"$206,300",Mitchel,1997
1590,146000,"$146,000",Mitchel,2007
1591,160500,"$160,500",Mitchel,1997
1592,173000,"$173,000",Mitchel,1964
1593,124000,"$124,000",MeadowV,1975
1594,115000,"$115,000",MeadowV,1976
1595,129500,"$129,500",MeadowV,1976
1596,105000,"$105,000",MeadowV,1973
1597,94900,"$94,900",MeadowV,1973
1598,152500,"$152,500",Mitchel,1968
1599,98000,"$98,000",MeadowV,1970
1600,81000,"$81,000",MeadowV,1972
1601,113000,"$113,000",Mitchel,1954
1602,128500,"$128,500",Mitchel,1983
1603,119500,"$119,500",Mitchel,1984
1604,130500,"$130,500",Mitchel,1982
1605,138000,"$138,000",Mitchel,1982
1606,134500,"$134,500",Mitchel,1982
1607,160000,"$160,000",Mitchel,1940
1608,137500,"$137,500",Mitchel,1984
1609,172000,"$172,000",Mitchel,1969
1610,103000,"$103,000",IDOTRR,1900
1611,167300,"$167,300",NAmes,1971
1612,167000,"$167,000",NAmes,1970
1613,244000,"$244,000",NAmes,1973
1614,268000,"$268,000",NAmes,1970
1615,225000,"$225,000",Gilbert,2003
1616,168000,"$168,000",Gilbert,1995
1617,177000,"$177,000",Gilbert,1997
1618,169000,"$169,000",Gilbert,1997
1619,161500,"$161,500",Gilbert,1997
1620,251000,"$251,000",StoneBr,2000
1621,160000,"$160,000",Gilbert,1994
1622,180000,"$180,000",Gilbert,1999
1623,178750,"$178,750",Gilbert,1996
1624,176000,"$176,000",Gilbert,1995
1625,204000,"$204,000",Gilbert,1999
1626,160000,"$160,000",Gilbert,1992
1627,160000,"$160,000",Gilbert,1991
1628,163900,"$163,900",Gilbert,1992
1629,168000,"$168,000",Gilbert,1993
1630,154204,"$154,204",Gilbert,1964
1631,170000,"$170,000",StoneBr,1986
1632,207500,"$207,500",StoneBr,1984
1633,182000,"$182,000",StoneBr,1988
1634,212000,"$212,000",StoneBr,1990
1635,377426,"$377,426",StoneBr,2005
1636,349265,"$349,265",StoneBr,2005
1637,591587,"$591,587",StoneBr,2006
1638,155000,"$155,000",Gilbert,1969
1639,319900,"$319,900",StoneBr,2006
1640,392000,"$392,000",StoneBr,2007
1641,441929,"$441,929",StoneBr,2006
1642,455000,"$455,000",StoneBr,2006
1643,182900,"$182,900",NWAmes,1981
1644,174000,"$174,000",NWAmes,1984
1645,178000,"$178,000",NWAmes,1984
1646,176000,"$176,000",NWAmes,1981
1647,213000,"$213,000",NWAmes,1978
1648,192000,"$192,000",NWAmes,1979
1649,190000,"$190,000",NWAmes,1977
1650,195000,"$195,000",NWAmes,1976
1651,148000,"$148,000",NWAmes,1978
1652,151500,"$151,500",NWAmes,1984
1653,197000,"$197,000",NWAmes,1979
1654,192350,"$192,350",NWAmes,1979
1655,152000,"$152,000",NWAmes,1969
1656,170000,"$170,000",NWAmes,1971
1657,175000,"$175,000",NWAmes,1971
1658,175000,"$175,000",NWAmes,1968
1659,197900,"$197,900",NWAmes,1976
1660,174000,"$174,000",NWAmes,1976
1661,178900,"$178,900",NWAmes,1974
1662,139000,"$139,000",NAmes,1971
1663,143250,"$143,250",NAmes,1971
1664,184000,"$184,000",NAmes,1972
1665,155000,"$155,000",NAmes,1970
1666,133000,"$133,000",NAmes,1970
1667,119500,"$119,500",NAmes,1971
1668,123000,"$123,000",NAmes,1971
1669,110000,"$110,000",NAmes,1971
1670,128000,"$128,000",NAmes,1961
1671,120500,"$120,500",NAmes,1971
1672,133000,"$133,000",NAmes,1998
1673,155000,"$155,000",NAmes,2001
1674,177000,"$177,000",NAmes,1997
1675,113500,"$113,500",BrDale,1973
1676,113000,"$113,000",BrDale,1973
1677,113700,"$113,700",BrDale,1973
1678,106000,"$106,000",BrDale,1970
1679,122500,"$122,500",BrDale,1971
1680,128000,"$128,000",NPkVill,1976
1681,155000,"$155,000",NPkVill,1976
1682,142500,"$142,500",NPkVill,1978
1683,129250,"$129,250",NAmes,1966
1684,356000,"$356,000",NridgHt,2006
1685,314813,"$314,813",NridgHt,2007
1686,318000,"$318,000",NridgHt,2007
1687,322400,"$322,400",NridgHt,2006
1688,318000,"$318,000",NridgHt,2007
1689,345474,"$345,474",NridgHt,2007
1690,415298,"$415,298",NridgHt,2006
1691,492000,"$492,000",NridgHt,2007
1692,338931,"$338,931",NridgHt,2006
1693,450000,"$450,000",NridgHt,2005
1694,280000,"$280,000",NridgHt,2006
1695,479069,"$479,069",NridgHt,2007
1696,395000,"$395,000",NridgHt,2006
1697,380000,"$380,000",NridgHt,2006
1698,250000,"$250,000",NridgHt,2006
1699,440000,"$440,000",NridgHt,2006
1700,418000,"$418,000",NridgHt,2005
1701,500067,"$500,067",NridgHt,2007
1702,260116,"$260,116",NridgHt,2007
1703,317000,"$317,000",NridgHt,2004
1704,319500,"$319,500",NridgHt,2007
1705,325624,"$325,624",NridgHt,2007
1706,372000,"$372,000",NridgHt,2006
1707,342000,"$342,000",NridgHt,2004
1708,354000,"$354,000",NridgHt,2004
1709,350000,"$350,000",NridgHt,2003
1710,285000,"$285,000",NridgHt,2003
1711,281500,"$281,500",NridgHt,2007
1712,245700,"$245,700",NridgHt,2005
1713,232698,"$232,698",NridgHt,2005
1714,250000,"$250,000",NridgHt,2006
1715,194700,"$194,700",NridgHt,2005
1716,204000,"$204,000",NridgHt,2005
1717,200000,"$200,000",NridgHt,2005
1718,207000,"$207,000",NridgHt,2005
1719,209500,"$209,500",NridgHt,2006
1720,209500,"$209,500",NridgHt,2006
1721,202500,"$202,500",NridgHt,2006
1722,280000,"$280,000",NridgHt,2005
1723,277500,"$277,500",NridgHt,2005
1724,318061,"$318,061",NridgHt,2007
1725,221370,"$221,370",NridgHt,2006
1726,200000,"$200,000",NridgHt,2003
1727,181755,"$181,755",Gilbert,2007
1728,176000,"$176,000",Gilbert,2005
1729,178900,"$178,900",Gilbert,2005
1730,168165,"$168,165",Gilbert,2006
1731,171925,"$171,925",Gilbert,2006
1732,198444,"$198,444",Gilbert,2006
1733,203000,"$203,000",Gilbert,2005
1734,179540,"$179,540",Gilbert,2007
1735,176485,"$176,485",Gilbert,2007
1736,181134,"$181,134",Gilbert,2007
1737,156932,"$156,932",Gilbert,2006
1738,166000,"$166,000",Gilbert,2007
1739,177594,"$177,594",Gilbert,2007
1740,173500,"$173,500",Gilbert,2007
1741,172500,"$172,500",Blmngtn,2006
1742,194201,"$194,201",Blmngtn,2006
1743,226500,"$226,500",Blmngtn,2003
1744,185485,"$185,485",Blmngtn,2007
1745,259000,"$259,000",Gilbert,2004
1746,188500,"$188,500",Gilbert,2004
1747,175000,"$175,000",Gilbert,2004
1748,215000,"$215,000",Gilbert,2004
1749,206580,"$206,580",Gilbert,2006
1750,183500,"$183,500",Gilbert,2004
1751,165500,"$165,500",Gilbert,2003
1752,211000,"$211,000",Gilbert,2003
1753,181000,"$181,000",Gilbert,2000
1754,219500,"$219,500",Gilbert,2002
1755,175000,"$175,000",Gilbert,1999
1756,170000,"$170,000",Gilbert,2000
1757,162000,"$162,000",Gilbert,2003
1758,187000,"$187,000",Gilbert,2000
1759,185000,"$185,000",Gilbert,1999
1760,745000,"$745,000",NoRidge,1996
1761,384500,"$384,500",NoRidge,1997
1762,248000,"$248,000",NoRidge,2000
1763,466500,"$466,500",NoRidge,2001
1764,410000,"$410,000",NoRidge,1998
1765,322500,"$322,500",NoRidge,1998
1766,252000,"$252,000",NoRidge,1998
1767,755000,"$755,000",NoRidge,1994
1768,269790,"$269,790",NoRidge,1996
1769,315750,"$315,750",NoRidge,1996
1770,290000,"$290,000",NoRidge,1995
1771,290000,"$290,000",NoRidge,1995
1772,430000,"$430,000",NoRidge,1992
1773,263000,"$263,000",NoRidge,1992
1774,330000,"$330,000",NoRidge,1996
1775,213133,"$213,133",Somerst,2007
1776,260261,"$260,261",Somerst,2007
1777,320000,"$320,000",Somerst,2006
1778,282922,"$282,922",Somerst,2007
1779,215000,"$215,000",Somerst,2006
1780,419005,"$419,005",Somerst,2007
1781,255000,"$255,000",Somerst,2006
1782,147000,"$147,000",Somerst,2006
1783,235876,"$235,876",Somerst,2007
1784,311872,"$311,872",Somerst,2007
1785,248328,"$248,328",Somerst,2007
1786,227000,"$227,000",Somerst,2006
1787,260000,"$260,000",Somerst,2005
1788,225000,"$225,000",Somerst,2007
1789,249000,"$249,000",Somerst,2005
1790,307000,"$307,000",Somerst,2004
1791,250000,"$250,000",Somerst,2006
1792,221300,"$221,300",Somerst,2006
1793,208900,"$208,900",Somerst,2007
1794,210400,"$210,400",Somerst,2006
1795,255000,"$255,000",Somerst,2007
1796,212109,"$212,109",Somerst,2007
1797,270000,"$270,000",Somerst,2006
1798,303477,"$303,477",Somerst,2007
1799,310013,"$310,013",Somerst,2007
1800,249700,"$249,700",Somerst,2006
1801,227875,"$227,875",Somerst,2007
1802,261329,"$261,329",Somerst,2007
1803,253000,"$253,000",Somerst,2006
1804,265000,"$265,000",Somerst,2004
1805,340000,"$340,000",Somerst,2004
1806,146000,"$146,000",SawyerW,2006
1807,147000,"$147,000",SawyerW,2006
1808,149000,"$149,000",SawyerW,2003
1809,181000,"$181,000",SawyerW,2006
1810,201000,"$201,000",SawyerW,1994
1811,191750,"$191,750",SawyerW,1993
1812,179000,"$179,000",SawyerW,2000
1813,215000,"$215,000",SawyerW,1998
1814,179200,"$179,200",SawyerW,1992
1815,128000,"$128,000",SawyerW,1980
1816,144000,"$144,000",SawyerW,1983
1817,144000,"$144,000",SawyerW,1977
1818,120750,"$120,750",Sawyer,1977
1819,132500,"$132,500",Sawyer,1963
1820,132000,"$132,000",Sawyer,1962
1821,132500,"$132,500",Sawyer,1962
1822,129000,"$129,000",Sawyer,1961
1823,143900,"$143,900",Sawyer,1962
1824,145000,"$145,000",Sawyer,1968
1825,128500,"$128,500",Sawyer,1961
1826,125500,"$125,500",Sawyer,1967
1827,300000,"$300,000",Veenker,1990
1828,294000,"$294,000",Veenker,1974
1829,129000,"$129,000",Sawyer,1974
1830,171000,"$171,000",Sawyer,1975
1831,147000,"$147,000",Sawyer,1973
1832,302000,"$302,000",NoRidge,1990
1833,285000,"$285,000",NoRidge,1992
1834,214000,"$214,000",Somerst,2004
1835,166000,"$166,000",Somerst,2006
1836,193800,"$193,800",Somerst,2006
1837,208900,"$208,900",Somerst,2006
1838,194000,"$194,000",Somerst,2006
1839,207500,"$207,500",Somerst,2006
1840,199900,"$199,900",Somerst,2006
1841,164700,"$164,700",Somerst,2006
1842,176500,"$176,500",Somerst,1999
1843,176000,"$176,000",Somerst,1999
1844,168500,"$168,500",Somerst,2000
1845,177000,"$177,000",Somerst,2000
1846,177000,"$177,000",Somerst,2000
1847,148800,"$148,800",Somerst,2004
1848,174000,"$174,000",Somerst,1999
1849,239000,"$239,000",Somerst,1997
1850,204000,"$204,000",Somerst,1999
1851,301000,"$301,000",Somerst,2003
1852,312500,"$312,500",Somerst,1998
1853,279700,"$279,700",Veenker,1994
1854,255000,"$255,000",Veenker,1980
1855,194000,"$194,000",Veenker,1978
1856,218000,"$218,000",Veenker,1976
1857,213750,"$213,750",Greens,1978
1858,187000,"$187,000",Veenker,1976
1859,181500,"$181,500",Veenker,1976
1860,373000,"$373,000",Veenker,1981
1861,190000,"$190,000",Sawyer,1977
1862,226000,"$226,000",Somerst,2001
1863,143450,"$143,450",NWAmes,1968
1864,240050,"$240,050",NWAmes,1970
1865,162500,"$162,500",NWAmes,1969
1866,164000,"$164,000",NWAmes,1968
1867,185000,"$185,000",NWAmes,1972
1868,188500,"$188,500",NWAmes,1993
1869,255000,"$255,000",NWAmes,1993
1870,136905,"$136,905",NWAmes,1976
1871,158500,"$158,500",NWAmes,1966
1872,175500,"$175,500",NWAmes,1973
1873,127000,"$127,000",NWAmes,1963
1874,127000,"$127,000",NAmes,1967
1875,143000,"$143,000",NAmes,1967
1876,156000,"$156,000",NAmes,1965
1877,144000,"$144,000",NAmes,1958
1878,119000,"$119,000",NAmes,1964
1879,103000,"$103,000",NAmes,1964
1880,139900,"$139,900",NAmes,1960
1881,151500,"$151,500",NAmes,1960
1882,126500,"$126,500",NAmes,1960
1883,145000,"$145,000",NAmes,1958
1884,120000,"$120,000",NAmes,1958
1885,124000,"$124,000",NAmes,1956
1886,106500,"$106,500",NAmes,1959
1887,140500,"$140,500",NAmes,1961
1888,137500,"$137,500",NAmes,1961
1889,117600,"$117,600",NAmes,1960
1890,163500,"$163,500",NAmes,1966
1891,161000,"$161,000",NAmes,1965
1892,158000,"$158,000",NAmes,1964
1893,224500,"$224,500",NAmes,1964
1894,147000,"$147,000",NAmes,1964
1895,200000,"$200,000",NAmes,1959
1896,181900,"$181,900",NAmes,1960
1897,150750,"$150,750",NAmes,1959
1898,101800,"$101,800",NAmes,1962
1899,124000,"$124,000",NAmes,1950
1900,138500,"$138,500",NAmes,1940
1901,39300,"$39,300",BrkSide,1946
1902,64500,"$64,500",BrkSide,1946
1903,64000,"$64,000",BrkSide,1945
1904,112000,"$112,000",BrkSide,1958
1905,165000,"$165,000",NAmes,1964
1906,144000,"$144,000",NAmes,1955
1907,137000,"$137,000",NAmes,1948
1908,105000,"$105,000",NAmes,1941
1909,146500,"$146,500",NAmes,1942
1910,126000,"$126,000",NAmes,1968
1911,175000,"$175,000",NAmes,1966
1912,158500,"$158,500",NAmes,1961
1913,114500,"$114,500",NAmes,1958
1914,144000,"$144,000",NAmes,1958
1915,129000,"$129,000",NAmes,1965
1916,141000,"$141,000",NAmes,1957
1917,131000,"$131,000",NAmes,1956
1918,142100,"$142,100",NAmes,1963
1919,139000,"$139,000",NAmes,1958
1920,157900,"$157,900",NAmes,1958
1921,139400,"$139,400",NAmes,1954
1922,150000,"$150,000",NAmes,1957
1923,120000,"$120,000",NAmes,1960
1924,174850,"$174,850",NAmes,1957
1925,116000,"$116,000",NAmes,1957
1926,135000,"$135,000",NAmes,1956
1927,163500,"$163,500",NAmes,1970
1928,130000,"$130,000",NAmes,1955
1929,129500,"$129,500",NAmes,1955
1930,142000,"$142,000",NAmes,1953
1931,128600,"$128,600",NAmes,1958
1932,125000,"$125,000",NAmes,1952
1933,136000,"$136,000",NAmes,1953
1934,134500,"$134,500",NAmes,1953
1935,127000,"$127,000",NAmes,1956
1936,130000,"$130,000",NAmes,1955
1937,115000,"$115,000",NAmes,1955
1938,116900,"$116,900",NAmes,1955
1939,132000,"$132,000",NAmes,1956
1940,153000,"$153,000",NAmes,1953
1941,112500,"$112,500",OldTown,1952
1942,138000,"$138,000",OldTown,1890
1943,135000,"$135,000",NAmes,1949
1944,156000,"$156,000",NAmes,1953
1945,301600,"$301,600",NAmes,1935
1946,109000,"$109,000",OldTown,1940
1947,103200,"$103,200",OldTown,1956
1948,128500,"$128,500",OldTown,1925
1949,64500,"$64,500",OldTown,1927
1950,148000,"$148,000",OldTown,1895
1951,86000,"$86,000",OldTown,1920
1952,172000,"$172,000",NAmes,1963
1953,120000,"$120,000",NAmes,1961
1954,128500,"$128,500",NAmes,1968
1955,135000,"$135,000",NAmes,1969
1956,122900,"$122,900",NAmes,1949
1957,119200,"$119,200",NAmes,1948
1958,143000,"$143,000",NAmes,1949
1959,119000,"$119,000",NAmes,1950
1960,102000,"$102,000",NAmes,1950
1961,129000,"$129,000",NAmes,1950
1962,135000,"$135,000",NAmes,1960
1963,152000,"$152,000",NAmes,1959
1964,140000,"$140,000",NAmes,1958
1965,152000,"$152,000",NAmes,1960
1966,156500,"$156,500",NAmes,1960
1967,141000,"$141,000",NAmes,1961
1968,99000,"$99,000",NAmes,1961
1969,187000,"$187,000",NAmes,1964
1970,169500,"$169,500",NAmes,1962
1971,125500,"$125,500",NAmes,1962
1972,130000,"$130,000",NAmes,1962
1973,103000,"$103,000",OldTown,1926
1974,132000,"$132,000",OldTown,1910
1975,127500,"$127,500",OldTown,1927
1976,89500,"$89,500",OldTown,1922
1977,140000,"$140,000",OldTown,1980
1978,99900,"$99,900",OldTown,1920
1979,100000,"$100,000",OldTown,1885
1980,130000,"$130,000",OldTown,1940
1981,135000,"$135,000",OldTown,1900
1982,120000,"$120,000",OldTown,1948
1983,89471,"$89,471",OldTown,1937
1984,85000,"$85,000",OldTown,1900
1985,108500,"$108,500",OldTown,1920
1986,137000,"$137,000",OldTown,1900
1987,110500,"$110,500",OldTown,1945
1988,100000,"$100,000",OldTown,1923
1989,184900,"$184,900",OldTown,1910
1990,145000,"$145,000",OldTown,1927
1991,125000,"$125,000",OldTown,1925
1992,114000,"$114,000",OldTown,1910
1993,90000,"$90,000",OldTown,1900
1994,144100,"$144,100",OldTown,1910
1995,117500,"$117,500",OldTown,1880
1996,124500,"$124,500",OldTown,1930
1997,185000,"$185,000",OldTown,1879
1998,133900,"$133,900",OldTown,1910
1999,152000,"$152,000",OldTown,1926
2000,153500,"$153,500",OldTown,1948
2001,159500,"$159,500",OldTown,1890
2002,87000,"$87,000",OldTown,1930
2003,104500,"$104,500",OldTown,1956
2004,110000,"$110,000",OldTown,1949
2005,136500,"$136,500",BrkSide,1925
2006,128250,"$128,250",BrkSide,1950
2007,144000,"$144,000",BrkSide,1920
2008,210000,"$210,000",BrkSide,1923
2009,135000,"$135,000",BrkSide,1939
2010,128000,"$128,000",BrkSide,1939
2011,131000,"$131,000",BrkSide,1941
2012,113000,"$113,000",BrkSide,1939
2013,126000,"$126,000",BrkSide,1938
2014,132000,"$132,000",BrkSide,1939
2015,131750,"$131,750",BrkSide,1930
2016,132500,"$132,500",BrkSide,1926
2017,137500,"$137,500",BrkSide,1920
2018,132000,"$132,000",BrkSide,1929
2019,127500,"$127,500",BrkSide,1931
2020,102000,"$102,000",BrkSide,1926
2021,200000,"$200,000",OldTown,1918
2022,180500,"$180,500",BrkSide,1919
2023,165000,"$165,000",BrkSide,1920
2024,90000,"$90,000",BrkSide,1926
2025,153575,"$153,575",BrkSide,1915
2026,140000,"$140,000",OldTown,1929
2027,136000,"$136,000",OldTown,1916
2028,113000,"$113,000",OldTown,1901
2029,117000,"$117,000",OldTown,1901
2030,169500,"$169,500",IDOTRR,1931
2031,139400,"$139,400",IDOTRR,1930
2032,202500,"$202,500",IDOTRR,1963
2033,127000,"$127,000",IDOTRR,1914
2034,141000,"$141,000",IDOTRR,1937
2035,212300,"$212,300",IDOTRR,1950
2036,161000,"$161,000",IDOTRR,1915
2037,99500,"$99,500",IDOTRR,1958
2038,101000,"$101,000",IDOTRR,1920
2039,109900,"$109,900",IDOTRR,1916
2040,128500,"$128,500",OldTown,1941
2041,122000,"$122,000",OldTown,1910
2042,87000,"$87,000",OldTown,1930
2043,50000,"$50,000",IDOTRR,1910
2044,219000,"$219,000",Sawyer,1937
2045,200500,"$200,500",ClearCr,1946
2046,126000,"$126,000",Edwards,1940
2047,108500,"$108,500",SWISU,1942
2048,130000,"$130,000",Sawyer,1963
2049,158450,"$158,450",Sawyer,1964
2050,115400,"$115,400",Sawyer,1964
2051,118500,"$118,500",Sawyer,1961
2052,165000,"$165,000",Sawyer,1964
2053,123000,"$123,000",Sawyer,1966
2054,129000,"$129,000",Sawyer,1966
2055,125000,"$125,000",Sawyer,1966
2056,108000,"$108,000",Sawyer,1968
2057,119900,"$119,900",Sawyer,1971
2058,115000,"$115,000",Sawyer,1968
2059,134500,"$134,500",Sawyer,1967
2060,127000,"$127,000",Sawyer,1966
2061,129000,"$129,000",Sawyer,1968
2062,143500,"$143,500",Sawyer,1977
2063,129000,"$129,000",Sawyer,1966
2064,187000,"$187,000",Sawyer,1956
2065,158000,"$158,000",Sawyer,1920
2066,112000,"$112,000",Sawyer,1918
2067,165250,"$165,250",Sawyer,1940
2068,150000,"$150,000",Sawyer,1954
2069,137000,"$137,000",Sawyer,1958
2070,89500,"$89,500",Sawyer,1945
2071,302000,"$302,000",ClearCr,1971
2072,182000,"$182,000",ClearCr,1984
2073,211000,"$211,000",ClearCr,1988
2074,216000,"$216,000",Edwards,1948
2075,130000,"$130,000",Edwards,1953
2076,109900,"$109,900",Edwards,1946
2077,255000,"$255,000",ClearCr,1954
2078,243000,"$243,000",Edwards,1950
2079,154000,"$154,000",Edwards,1954
2080,118000,"$118,000",SWISU,1958
2081,80000,"$80,000",Edwards,1958
2082,150000,"$150,000",Edwards,1977
2083,86000,"$86,000",Edwards,1920
